sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name,WHO_classif,coverage,count,mean_length,rpkm
ERR14783783,NODE_9_length_263326_cov_14.320438,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KDEA,0,14.320438,3839819,136.67904138189846969349,27.2862
ERR14783783,NODE_1_length_801456_cov_14.431333,gene:proph:164876;gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358;gene:vir:7358;gene:plasmid:22293,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,MDTK,HPCIA,14.431333,3839819,136.67904138189846969349,27.4975
ERR14783783,NODE_1_length_801456_cov_14.431333,gene:proph:164876;gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358;gene:vir:7358;gene:plasmid:22293,Klebsiella grimontii,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,14.431333,3839819,136.67904138189846969349,27.4975
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA,15.982584,3839819,136.67904138189846969349,30.4533
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?,15.982584,3839819,136.67904138189846969349,30.4533
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0,15.982584,3839819,136.67904138189846969349,30.4533
ERR14783783,NODE_11_length_224168_cov_15.982584,gene:proph:170892,Klebsiella grimontii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0,15.982584,3839819,136.67904138189846969349,30.4533
ERR14783783,NODE_53_length_39538_cov_18.983862,gene:proph:176833;gene:proph:176835;gene:plasmid:123887,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,18.983862,3839819,136.67904138189846969349,36.1719
ERR14783783,NODE_53_length_39538_cov_18.983862,gene:proph:176833;gene:proph:176835;gene:plasmid:123887,Klebsiella grimontii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,18.983862,3839819,136.67904138189846969349,36.1719
ERR14783784,NODE_409_length_5453_cov_19.422831,gene:plasmid:117290,Leuconostoc falkenbergense,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,19.422831,3926007,134.50271357132068282099,36.7816
ERR14783784,NODE_409_length_5453_cov_19.422831,gene:plasmid:117290,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,19.422831,3926007,134.50271357132068282099,36.7816
ERR14783784,NODE_7_length_306022_cov_11.361980,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?,11.361980,3926007,134.50271357132068282099,21.5165
ERR14783784,NODE_7_length_306022_cov_11.361980,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?,11.361980,3926007,134.50271357132068282099,21.5165
ERR14783784,NODE_7_length_306022_cov_11.361980,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KMRA,0,11.361980,3926007,134.50271357132068282099,21.5165
ERR14783784,NODE_79_length_34472_cov_16.803669,gene:plasmid:123887,Pseudomonas saxonica,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,16.803669,3926007,134.50271357132068282099,31.8216
ERR14783784,NODE_36_length_74198_cov_2.089603,gene:plasmid:123887;gene:plasmid:138489,Pseudomonas sp. DTU12.1,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,2.089603,3926007,134.50271357132068282099,3.95714
ERR14783784,NODE_36_length_74198_cov_2.089603,gene:plasmid:123887;gene:plasmid:138489,Pseudomonas sp. DTU12.1,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,2.089603,3926007,134.50271357132068282099,3.95714
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB,Not medically important,13.913778,3926007,134.50271357132068282099,26.3489
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,13.913778,3926007,134.50271357132068282099,26.3489
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Citrobacter freundii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,13.913778,3926007,134.50271357132068282099,26.3489
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,13.913778,3926007,134.50271357132068282099,26.3489
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,13.913778,3926007,134.50271357132068282099,26.3489
ERR14783784,NODE_3_length_448793_cov_13.913778,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,13.913778,3926007,134.50271357132068282099,26.3489
ERR14783784,NODE_454_length_4510_cov_11.997262,gene:plasmid:139562,Pseudomonas sp. LG1D9,Drugs,MLS,Macrolide-resistant_23S_rRNA_mutation,MLS23S,CIA ?,11.997262,3926007,134.50271357132068282099,22.7196
ERR14783784,NODE_41_length_66276_cov_21.234425,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Escherichia coli,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only ,21.234425,3926007,134.50271357132068282099,40.2123
ERR14783784,NODE_6_length_306706_cov_12.666853,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0,12.666853,3926007,134.50271357132068282099,23.9876
ERR14783784,NODE_6_length_306706_cov_12.666853,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_regulator,PHOB,0,12.666853,3926007,134.50271357132068282099,23.9876
ERR14783784,NODE_6_length_306706_cov_12.666853,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_regulator,PHOR,0,12.666853,3926007,134.50271357132068282099,23.9876
ERR14783784,NODE_4_length_324819_cov_13.942666,gene:plasmid:24610,Klebsiella grimontii,Drugs,betalactams,Class_A_betalactamases,OXY,Authorized for use in humans only ?,13.942666,3926007,134.50271357132068282099,26.4036
ERR14783784,NODE_108_length_26254_cov_1.672791,gene:plasmid:81882,Pseudomonas sp. DTU12.1,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CPXAR,CIA ,1.672791,3926007,134.50271357132068282099,3.16781
ERR14783784,NODE_9_length_263326_cov_13.344435,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Drugs,Multi-drug_resistance,MDR_mutant_porin_proteins,OMPK,NA,13.344435,3926007,134.50271357132068282099,25.2707
ERR14783784,NODE_9_length_263326_cov_13.344435,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KDEA,0,13.344435,3926007,134.50271357132068282099,25.2707
ERR14783784,NODE_1_length_551646_cov_12.586284,gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,MDTK,HPCIA,12.586284,3926007,134.50271357132068282099,23.835
ERR14783784,NODE_1_length_551646_cov_12.586284,gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358,Klebsiella grimontii,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,12.586284,3926007,134.50271357132068282099,23.835
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA,14.731509,3926007,134.50271357132068282099,27.8975
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRA,Authorized for use in humans only ?,14.731509,3926007,134.50271357132068282099,27.8975
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0,14.731509,3926007,134.50271357132068282099,27.8975
ERR14783784,NODE_13_length_224168_cov_14.731509,gene:proph:170892,Klebsiella grimontii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0,14.731509,3926007,134.50271357132068282099,27.8975
ERR14783785,NODE_6_length_306022_cov_17.514222,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXA,Authorized for use in humans only ?,17.514222,4448999,141.76638565214332482430,27.7687
ERR14783785,NODE_6_length_306022_cov_17.514222,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,OQXB,Authorized for use in humans only ?,17.514222,4448999,141.76638565214332482430,27.7687
ERR14783785,NODE_6_length_306022_cov_17.514222,gene:plasmid:119871;gene:plasmid:154014;gene:plasmid:149415;gene:plasmid:93494;gene:plasmid:93486,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KMRA,0,17.514222,4448999,141.76638565214332482430,27.7687
ERR14783785,NODE_129_length_9751_cov_1.578969,gene:plasmid:123887,Pseudomonas saxonica,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,1.578969,4448999,141.76638565214332482430,2.50344
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTC,Not medically important,19.944228,4448999,141.76638565214332482430,31.6214
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA,HPCIA,19.944228,4448999,141.76638565214332482430,31.6214
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,19.944228,4448999,141.76638565214332482430,31.6214
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Superficieibacter sp. BNK-5,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL,HPCIA,19.944228,4448999,141.76638565214332482430,31.6214
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD,CIA,19.944228,4448999,141.76638565214332482430,31.6214
ERR14783785,NODE_3_length_448793_cov_19.944228,gene:plasmid:134726;gene:plasmid:134726,Klebsiella grimontii,Drugs,betalactams,Mutant_porin_proteins,OMPK36,Authorized for use in humans only ?,19.944228,4448999,141.76638565214332482430,31.6214
ERR14783785,NODE_390_length_5287_cov_32.965891,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,32.965891,4448999,141.76638565214332482430,52.2672
ERR14783785,NODE_390_length_5287_cov_32.965891,gene:plasmid:139560,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,32.965891,4448999,141.76638565214332482430,52.2672
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,EPTB,NA,22.753925,4448999,141.76638565214332482430,36.0762
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,22.753925,4448999,141.76638565214332482430,36.0762
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Lipopeptides,Colistin_phosphoethanolamine_transferase,ARNT,HPCIA,22.753925,4448999,141.76638565214332482430,36.0762
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,RPSL,CIA,22.753925,4448999,141.76638565214332482430,36.0762
ERR14783785,NODE_8_length_270784_cov_22.753925,gene:plasmid:151260,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,CRP,Authorized for use in humans only ,22.753925,4448999,141.76638565214332482430,36.0762
ERR14783785,NODE_33_length_66276_cov_31.237071,gene:plasmid:156052;gene:plasmid:91985;gene:plasmid:156082;gene:plasmid:156066;gene:plasmid:88437;gene:plasmid:88436;gene:plasmid:88435;gene:plasmid:155952;gene:plasmid:156088;gene:plasmid:88409;gene:plasmid:91925;gene:plasmid:88447;gene:plasmid:88448;gene:plasmid:88449;gene:plasmid:155994,Klebsiella oxytoca,Drugs,betalactams,Class_A_betalactamases,CTX,Authorized for use in humans only ,31.237071,4448999,141.76638565214332482430,49.5262
ERR14783785,NODE_5_length_306706_cov_18.458286,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Biocides,Phenolic_compound_resistance,Triclosan-resistant_mutation,FABG,0,18.458286,4448999,141.76638565214332482430,29.2655
ERR14783785,NODE_5_length_306706_cov_18.458286,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_ABC_efflux_regulator,PHOB,0,18.458286,4448999,141.76638565214332482430,29.2655
ERR14783785,NODE_5_length_306706_cov_18.458286,gene:plasmid:156052;gene:proph:169464;gene:proph:169512;gene:plasmid:125744;gene:proph:172517,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_SMR_efflux_regulator,PHOR,0,18.458286,4448999,141.76638565214332482430,29.2655
ERR14783785,NODE_4_length_324819_cov_19.989067,gene:plasmid:24610,Klebsiella grimontii,Drugs,betalactams,Class_A_betalactamases,OXY,Authorized for use in humans only ?,19.989067,4448999,141.76638565214332482430,31.6925
ERR14783785,NODE_9_length_263326_cov_19.329975,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Drugs,Multi-drug_resistance,MDR_mutant_porin_proteins,OMPK,NA,19.329975,4448999,141.76638565214332482430,30.6475
ERR14783785,NODE_9_length_263326_cov_19.329975,gene:proph:163818;gene:proph:179258;gene:plasmid:124311;gene:proph:179262;gene:proph:179263,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MFS_efflux_pumps,KDEA,0,19.329975,4448999,141.76638565214332482430,30.6475
ERR14783785,NODE_1_length_755740_cov_18.521485,gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358;gene:plasmid:22293,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_MATE_efflux_pumps,MDTK,HPCIA,18.521485,4448999,141.76638565214332482430,29.3657
ERR14783785,NODE_1_length_755740_cov_18.521485,gene:proph:164876;gene:plasmid:89001;gene:plasmid:21988;gene:plasmid:21989;gene:vir:7358;gene:plasmid:22293,Klebsiella grimontii,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB,0,18.521485,4448999,141.76638565214332482430,29.3657
ERR14783785,NODE_13_length_224168_cov_20.703010,gene:proph:170892,Klebsiella grimontii,Drugs,betalactams,Penicillin_binding_protein,AMPH,HIA,20.703010,4448999,141.76638565214332482430,32.8245
ERR14783785,NODE_13_length_224168_cov_20.703010,gene:proph:170892,Citrobacter freundii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB,Authorized for use in humans only ?,20.703010,4448999,141.76638565214332482430,32.8245
ERR14783785,NODE_13_length_224168_cov_20.703010,gene:proph:170892,Klebsiella grimontii,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY,0,20.703010,4448999,141.76638565214332482430,32.8245
ERR14783785,NODE_13_length_224168_cov_20.703010,gene:proph:170892,Klebsiella grimontii,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA,0,20.703010,4448999,141.76638565214332482430,32.8245
ERR14783785,NODE_39_length_39538_cov_23.006902,gene:proph:176833;gene:proph:176835;gene:plasmid:123887,Klebsiella grimontii,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB,NA,23.006902,4448999,141.76638565214332482430,36.4773
ERR14783785,NODE_39_length_39538_cov_23.006902,gene:proph:176833;gene:proph:176835;gene:plasmid:123887,Klebsiella grimontii,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB,CIA,23.006902,4448999,141.76638565214332482430,36.4773
ERR14783786,NODE_1224_length_5335_cov_8.832373,gene:plasmid:131182,Leuconostoc falkenbergense,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,8.832373,3505899,140.54604739041255894707,17.925
ERR14783786,NODE_1224_length_5335_cov_8.832373,gene:plasmid:131182,Leuconostoc mesenteroides,Drugs,Oxazolidinone,Oxazolidinone-resistant_23S_rRNA_mutation,O23S,Authorized for use in humans only,8.832373,3505899,140.54604739041255894707,17.925
ERR14783786,NODE_1526_length_4034_cov_1.727156,gene:plasmid:139560,other,Drugs,Aminoglycosides,Aminoglycoside-resistant_16S_ribosomal_subunit_protein,A16S,CIA,1.727156,3505899,140.54604739041255894707,3.50521
ERR14783786,NODE_5_length_262480_cov_9.465644,gene:plasmid:145289;gene:plasmid:145257;gene:plasmid:145291;gene:plasmid:22225;gene:plasmid:85668;gene:plasmid:124491,Pseudomonas qingdaonensis,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,GYRBA,Not medically important,9.465644,3505899,140.54604739041255894707,19.2102
ERR14783786,NODE_43_length_76302_cov_5.056095,gene:plasmid:149763;gene:plasmid:21828,Pseudomonas palmensis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_regulator,MEXT,HPCIA,5.056095,3505899,140.54604739041255894707,10.2612
ERR14783786,NODE_27_length_96182_cov_4.865608,gene:plasmid:154939,Pseudomonas sp. AE27,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXI,HPCIA,4.865608,3505899,140.54604739041255894707,9.87459
