sample,contig,mge(s),species,type_resistance,AMR,infos_amr,short_name
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXE
ERR14783402,NODE_5_length_532379_cov_25.921094,gene:proph:173726;gene:plasmid:21288;gene:plasmid:137174;gene:plasmid:137265,Pseudomonas sp. TMW 2.1634,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXF
ERR14783384,NODE_9_length_258531_cov_9.033192,gene:proph:178296,Pseudomonas sp. WC2401,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB
ERR14783384,NODE_43_length_122839_cov_5.652780,gene:plasmid:146728;gene:plasmid:22247,Pseudomonas sp. WC2401,Drugs,Cationic_antimicrobial_peptides,Polymyxin_B_resistance_regulator,ARNA
ERR14783384,NODE_69_length_97047_cov_23.951341,gene:plasmid:22061,Pseudomonas sp. WC2401,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,FPVA
ERR14783384,NODE_376_length_24690_cov_41.969181,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas sp. WC2401,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB
ERR14783384,NODE_376_length_24690_cov_41.969181,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas sp. WC2401,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783532,NODE_134_length_20344_cov_6.282139,gene:plasmid:89528,Pseudomonas sp. WC2401,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,OPMH
ERR14783385,NODE_10_length_303933_cov_19.780580,gene:proph:178296,Pseudomonas sp. WC2401,Drugs,Multi-drug_resistance,Multi-drug_RND_efflux_pumps,MUXB
ERR14783385,NODE_367_length_24690_cov_99.003216,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas sp. WC2401,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB
ERR14783385,NODE_367_length_24690_cov_99.003216,gene:proph:184195;gene:proph:184194;gene:proph:184236,Pseudomonas sp. WC2401,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783538,NODE_126_length_82255_cov_17.446206,gene:plasmid:20705;gene:plasmid:20651;gene:plasmid:20652;gene:plasmid:20653;gene:plasmid:20654;gene:plasmid:20655;gene:plasmid:20656;gene:plasmid:20657;gene:plasmid:20658;gene:plasmid:20667;gene:plasmid:20670;gene:plasmid:20671;gene:plasmid:20672;gene:plasmid:20662;gene:plasmid:20674;gene:plasmid:20675;gene:plasmid:20689;gene:plasmid:20690;gene:plasmid:20692;gene:plasmid:20694;gene:plasmid:20697;gene:plasmid:20698;gene:plasmid:20700,Pseudomonas sp. WCS374,Metals,Copper_resistance,Copper_resistance_regulator,COPR
ERR14783538,NODE_126_length_82255_cov_17.446206,gene:plasmid:20705;gene:plasmid:20651;gene:plasmid:20652;gene:plasmid:20653;gene:plasmid:20654;gene:plasmid:20655;gene:plasmid:20656;gene:plasmid:20657;gene:plasmid:20658;gene:plasmid:20667;gene:plasmid:20670;gene:plasmid:20671;gene:plasmid:20672;gene:plasmid:20662;gene:plasmid:20674;gene:plasmid:20675;gene:plasmid:20689;gene:plasmid:20690;gene:plasmid:20692;gene:plasmid:20694;gene:plasmid:20697;gene:plasmid:20698;gene:plasmid:20700,Pseudomonas sp. WCS374,Metals,Copper_resistance,Copper_resistance_regulator,COPS
ERR14783538,NODE_126_length_82255_cov_17.446206,gene:plasmid:20705;gene:plasmid:20651;gene:plasmid:20652;gene:plasmid:20653;gene:plasmid:20654;gene:plasmid:20655;gene:plasmid:20656;gene:plasmid:20657;gene:plasmid:20658;gene:plasmid:20667;gene:plasmid:20670;gene:plasmid:20671;gene:plasmid:20672;gene:plasmid:20662;gene:plasmid:20674;gene:plasmid:20675;gene:plasmid:20689;gene:plasmid:20690;gene:plasmid:20692;gene:plasmid:20694;gene:plasmid:20697;gene:plasmid:20698;gene:plasmid:20700,Pseudomonas sp. WCS374,Metals,Copper_resistance,Copper_resistance_protein,COPC
ERR14783538,NODE_126_length_82255_cov_17.446206,gene:plasmid:20705;gene:plasmid:20651;gene:plasmid:20652;gene:plasmid:20653;gene:plasmid:20654;gene:plasmid:20655;gene:plasmid:20656;gene:plasmid:20657;gene:plasmid:20658;gene:plasmid:20667;gene:plasmid:20670;gene:plasmid:20671;gene:plasmid:20672;gene:plasmid:20662;gene:plasmid:20674;gene:plasmid:20675;gene:plasmid:20689;gene:plasmid:20690;gene:plasmid:20692;gene:plasmid:20694;gene:plasmid:20697;gene:plasmid:20698;gene:plasmid:20700,Pseudomonas sp. WCS374,Metals,Copper_resistance,Copper_resistance_protein,COPD
ERR14783538,NODE_665_length_14569_cov_2.068273,gene:plasmid:138455,Pseudomonas sp. Y39-6,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,CZRA
ERR14783446,NODE_92_length_24911_cov_5.047329,gene:plasmid:123887,Pseudomonas taetrolens,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783446,NODE_92_length_24911_cov_5.047329,gene:plasmid:123887,Pseudomonas taetrolens,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783446,NODE_2_length_189908_cov_4.327825,gene:proph:175953;gene:proph:184194;gene:proph:184236;gene:plasmid:154774,Pseudomonas versuta,Biocides,Peroxide_resistance,peroxide_resistance_protein,SODB
ERR14783446,NODE_2_length_189908_cov_4.327825,gene:proph:175953;gene:proph:184194;gene:proph:184236;gene:plasmid:154774,Pseudomonas versuta,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,EMHB
ERR14783446,NODE_2_length_189908_cov_4.327825,gene:proph:175953;gene:proph:184194;gene:proph:184236;gene:plasmid:154774,Pseudomonas versuta,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,EMHC
ERR14783510,NODE_114_length_84812_cov_3.943166,gene:proph:159396,Rahnella aceris,Drugs,Fosfomycin,Fosfomycin_target_mutation,GLPT
ERR14783510,NODE_13_length_350479_cov_2.609764,gene:plasmid:93482;gene:plasmid:124502,Rahnella aquatilis,Drugs,betalactams,Class_A_betalactamases,RAHN
ERR14783510,NODE_13_length_350479_cov_2.609764,gene:plasmid:93482;gene:plasmid:124502,Rahnella aquatilis,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEB
ERR14783510,NODE_30_length_183848_cov_3.127525,gene:plasmid:134726;gene:plasmid:134726,Rahnella aquatilis,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA
ERR14783510,NODE_193_length_60031_cov_3.021918,gene:vir:6079;gene:proph:163818,Rahnella aquatilis,Drugs,betalactams,Mutant_porin_proteins,OMPK36
ERR14783493,NODE_1147_length_9922_cov_1.819091,gene:plasmid:123888,Rahnella sp. PAMC25559,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783493,NODE_3211_length_3900_cov_1.886827,gene:proph:176835,Rahnella sp. PAMC25559,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783510,NODE_7_length_507990_cov_3.141922,gene:proph:163979;gene:proph:173461,Rahnella sp. Y9602,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,ACRD
ERR14783510,NODE_7_length_507990_cov_3.141922,gene:proph:163979;gene:proph:173461,Rahnella sp. Y9602,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,ACRB
ERR14783510,NODE_510_length_27257_cov_4.352635,gene:plasmid:123888;gene:plasmid:123887,Rahnella sp. Y9602,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783400,NODE_839_length_13647_cov_6.373299,gene:plasmid:15811;gene:plasmid:88338;gene:plasmid:142025;gene:plasmid:117688;gene:plasmid:117680,Raoultella ornithinolytica,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,ARSBM
ERR14783439,NODE_2774_length_2132_cov_1.327681,gene:plasmid:155925,Salmonella enterica,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_regulator,SILS
ERR14783509,NODE_442_length_3948_cov_1.389950,gene:plasmid:139674,Salmonella enterica,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_regulator,SILS
ERR14783509,NODE_442_length_3948_cov_1.389950,gene:plasmid:139674,Salmonella enterica,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILE
ERR14783538,NODE_312_length_31987_cov_71.407847,gene:plasmid:115921;gene:plasmid:129646;gene:plasmid:20361;gene:plasmid:20360;gene:plasmid:20360;gene:plasmid:153396;gene:plasmid:154444;gene:plasmid:154442;gene:plasmid:154412;gene:plasmid:154411;gene:plasmid:154402;gene:plasmid:154403;gene:plasmid:154404,Salmonella enterica,Metals,Mercury_resistance,Mercury_resistance_regulator,MERR2
ERR14783538,NODE_312_length_31987_cov_71.407847,gene:plasmid:115921;gene:plasmid:129646;gene:plasmid:20361;gene:plasmid:20360;gene:plasmid:20360;gene:plasmid:153396;gene:plasmid:154444;gene:plasmid:154442;gene:plasmid:154412;gene:plasmid:154411;gene:plasmid:154402;gene:plasmid:154403;gene:plasmid:154404,Salmonella enterica,Metals,Mercury_resistance,Mercury_resistance_protein,MERT
ERR14783538,NODE_312_length_31987_cov_71.407847,gene:plasmid:115921;gene:plasmid:129646;gene:plasmid:20361;gene:plasmid:20360;gene:plasmid:20360;gene:plasmid:153396;gene:plasmid:154444;gene:plasmid:154442;gene:plasmid:154412;gene:plasmid:154411;gene:plasmid:154402;gene:plasmid:154403;gene:plasmid:154404,Salmonella enterica,Metals,Mercury_resistance,Mercury_resistance_protein,MERP
ERR14783538,NODE_312_length_31987_cov_71.407847,gene:plasmid:115921;gene:plasmid:129646;gene:plasmid:20361;gene:plasmid:20360;gene:plasmid:20360;gene:plasmid:153396;gene:plasmid:154444;gene:plasmid:154442;gene:plasmid:154412;gene:plasmid:154411;gene:plasmid:154402;gene:plasmid:154403;gene:plasmid:154404,Salmonella enterica,Metals,Mercury_resistance,Mercury_resistance_protein,MERA
ERR14783538,NODE_312_length_31987_cov_71.407847,gene:plasmid:115921;gene:plasmid:129646;gene:plasmid:20361;gene:plasmid:20360;gene:plasmid:20360;gene:plasmid:153396;gene:plasmid:154444;gene:plasmid:154442;gene:plasmid:154412;gene:plasmid:154411;gene:plasmid:154402;gene:plasmid:154403;gene:plasmid:154404,Salmonella enterica,Metals,Mercury_resistance,Mercury_resistance_regulator,MERD
ERR14783538,NODE_4328_length_1873_cov_4.002864,gene:plasmid:139674,Salmonella enterica,Metals,Multi-metal_resistance,Multi-metal_RND_efflux_pumps,SILE
ERR14783539,NODE_1_length_1475727_cov_14.261084,gene:plasmid:21942;gene:plasmid:22293;gene:proph:176833;gene:plasmid:125744;gene:plasmid:119871,Serratia liquefaciens,Drugs,betalactams,Class_C_betalactamases,BLAC
ERR14783539,NODE_1_length_1475727_cov_14.261084,gene:plasmid:21942;gene:plasmid:22293;gene:proph:176833;gene:plasmid:125744;gene:plasmid:119871,Serratia liquefaciens,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA
ERR14783539,NODE_1_length_1475727_cov_14.261084,gene:plasmid:21942;gene:plasmid:22293;gene:proph:176833;gene:plasmid:125744;gene:plasmid:119871,Serratia liquefaciens,Drugs,betalactams,Mutant_porin_proteins,OMP36
ERR14783539,NODE_1_length_1475727_cov_14.261084,gene:plasmid:21942;gene:plasmid:22293;gene:proph:176833;gene:plasmid:125744;gene:plasmid:119871,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXQ
ERR14783539,NODE_1_length_1475727_cov_14.261084,gene:plasmid:21942;gene:plasmid:22293;gene:proph:176833;gene:plasmid:125744;gene:plasmid:119871,Serratia liquefaciens,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL
ERR14783539,NODE_2_length_1456721_cov_17.164479,gene:proph:165705;gene:proph:169512;gene:proph:173723;gene:proph:165701;gene:proph:163818;gene:plasmid:111200;gene:proph:173726;gene:plasmid:124311;gene:plasmid:145318;gene:plasmid:124699;gene:proph:172517,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA
ERR14783539,NODE_2_length_1456721_cov_17.164479,gene:proph:165705;gene:proph:169512;gene:proph:173723;gene:proph:165701;gene:proph:163818;gene:plasmid:111200;gene:proph:173726;gene:plasmid:124311;gene:plasmid:145318;gene:plasmid:124699;gene:proph:172517,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDB
ERR14783539,NODE_2_length_1456721_cov_17.164479,gene:proph:165705;gene:proph:169512;gene:proph:173723;gene:proph:165701;gene:proph:163818;gene:plasmid:111200;gene:proph:173726;gene:plasmid:124311;gene:plasmid:145318;gene:plasmid:124699;gene:proph:172517,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEB
ERR14783539,NODE_2_length_1456721_cov_17.164479,gene:proph:165705;gene:proph:169512;gene:proph:173723;gene:proph:165701;gene:proph:163818;gene:plasmid:111200;gene:proph:173726;gene:plasmid:124311;gene:plasmid:145318;gene:plasmid:124699;gene:proph:172517,Serratia liquefaciens,Drugs,betalactams,Mutant_porin_proteins,OMP36
ERR14783539,NODE_2_length_1456721_cov_17.164479,gene:proph:165705;gene:proph:169512;gene:proph:173723;gene:proph:165701;gene:proph:163818;gene:plasmid:111200;gene:proph:173726;gene:plasmid:124311;gene:plasmid:145318;gene:plasmid:124699;gene:proph:172517,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEX
ERR14783539,NODE_2_length_1456721_cov_17.164479,gene:proph:165705;gene:proph:169512;gene:proph:173723;gene:proph:165701;gene:proph:163818;gene:plasmid:111200;gene:proph:173726;gene:plasmid:124311;gene:plasmid:145318;gene:plasmid:124699;gene:proph:172517,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY
ERR14783539,NODE_8_length_529554_cov_22.935676,gene:plasmid:124575;gene:plasmid:140887,Serratia liquefaciens,Drugs,betalactams,Penicillin_binding_protein,AMPH
ERR14783539,NODE_8_length_529554_cov_22.935676,gene:plasmid:124575;gene:plasmid:140887,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_protein,YJCG
ERR14783539,NODE_10_length_357199_cov_18.484659,gene:proph:163906;gene:proph:183597;gene:proph:179208,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY
ERR14783539,NODE_10_length_357199_cov_18.484659,gene:proph:163906;gene:proph:183597;gene:proph:179208,Serratia liquefaciens,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB
ERR14783539,NODE_12_length_328076_cov_23.099912,gene:plasmid:27303;gene:plasmid:133420;gene:proph:183015,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_RND_efflux_pump,HASF
ERR14783539,NODE_12_length_328076_cov_23.099912,gene:plasmid:27303;gene:plasmid:133420;gene:proph:183015,Serratia liquefaciens,Drugs,Aminocoumarins,Aminocoumarin-resistant_DNA_topoisomerases,PARE
ERR14783539,NODE_12_length_328076_cov_23.099912,gene:plasmid:27303;gene:plasmid:133420;gene:proph:183015,Serratia liquefaciens,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,PARC
ERR14783539,NODE_13_length_313776_cov_25.872185,gene:proph:159396,Serratia liquefaciens,Metals,Arsenic_resistance,Arsenic_resistance_protein,PSTC
ERR14783539,NODE_13_length_313776_cov_25.872185,gene:proph:159396,Serratia liquefaciens,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB
ERR14783539,NODE_13_length_313776_cov_25.872185,gene:proph:159396,Serratia liquefaciens,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CORA
ERR14783539,NODE_83_length_31006_cov_24.135011,gene:plasmid:123887,Serratia liquefaciens,Drugs,Rifampin,Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB,RPOB
ERR14783424,NODE_1_length_1639064_cov_7.371837,gene:plasmid:22293;gene:proph:176833;gene:plasmid:11362;gene:plasmid:119871,Serratia liquefaciens,Drugs,betalactams,Class_C_betalactamases,BLAC
ERR14783424,NODE_1_length_1639064_cov_7.371837,gene:plasmid:22293;gene:proph:176833;gene:plasmid:11362;gene:plasmid:119871,Serratia liquefaciens,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRA
ERR14783424,NODE_1_length_1639064_cov_7.371837,gene:plasmid:22293;gene:proph:176833;gene:plasmid:11362;gene:plasmid:119871,Serratia liquefaciens,Drugs,betalactams,Mutant_porin_proteins,OMP36
ERR14783424,NODE_1_length_1639064_cov_7.371837,gene:plasmid:22293;gene:proph:176833;gene:plasmid:11362;gene:plasmid:119871,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXQ
ERR14783424,NODE_1_length_1639064_cov_7.371837,gene:plasmid:22293;gene:proph:176833;gene:plasmid:11362;gene:plasmid:119871,Serratia liquefaciens,Drugs,Fosfomycin,Fosfomycin_target_mutation,PTSL
ERR14783424,NODE_2_length_1038016_cov_8.259786,gene:plasmid:156009;gene:proph:163818;gene:proph:173723;gene:plasmid:111200;gene:plasmid:145318;gene:plasmid:124596,Serratia liquefaciens,Drugs,betalactams,Mutant_porin_proteins,OMP36
ERR14783424,NODE_2_length_1038016_cov_8.259786,gene:plasmid:156009;gene:proph:163818;gene:proph:173723;gene:plasmid:111200;gene:plasmid:145318;gene:plasmid:124596,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDA
ERR14783424,NODE_2_length_1038016_cov_8.259786,gene:plasmid:156009;gene:proph:163818;gene:proph:173723;gene:plasmid:111200;gene:plasmid:145318;gene:plasmid:124596,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_ABC_efflux_pump,SMDB
ERR14783424,NODE_2_length_1038016_cov_8.259786,gene:plasmid:156009;gene:proph:163818;gene:proph:173723;gene:plasmid:111200;gene:plasmid:145318;gene:plasmid:124596,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEX
ERR14783424,NODE_2_length_1038016_cov_8.259786,gene:plasmid:156009;gene:proph:163818;gene:proph:173723;gene:plasmid:111200;gene:plasmid:145318;gene:plasmid:124596,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY
ERR14783424,NODE_3_length_575845_cov_9.745474,gene:plasmid:124575;gene:proph:179208;gene:proph:165701,Serratia liquefaciens,Drugs,betalactams,Penicillin_binding_protein,AMPH
ERR14783424,NODE_3_length_575845_cov_9.745474,gene:plasmid:124575;gene:proph:179208;gene:proph:165701,Serratia liquefaciens,Biocides,Multi-biocide_resistance,Multi-biocide_resistance_protein,YJCG
ERR14783424,NODE_13_length_303848_cov_10.938947,gene:proph:159396,Serratia liquefaciens,Metals,Arsenic_resistance,Arsenic_resistance_protein,PSTC
ERR14783424,NODE_13_length_303848_cov_10.938947,gene:proph:159396,Serratia liquefaciens,Drugs,Fluoroquinolones,Fluoroquinolone-resistant_DNA_topoisomerases,GYRB
ERR14783424,NODE_13_length_303848_cov_10.938947,gene:proph:159396,Serratia liquefaciens,Metals,Multi-metal_resistance,Multi-metal_resistance_protein,CORA
ERR14783424,NODE_15_length_288917_cov_8.521531,gene:proph:183597,Serratia liquefaciens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,SDEY
ERR14783424,NODE_15_length_288917_cov_8.521531,gene:proph:183597,Serratia liquefaciens,Multi-compound,Drug_and_biocide_and_metal_resistance,Drug_and_biocide_and_metal_RND_efflux_pumps,MDTB
ERR14783424,NODE_393_length_6507_cov_11.572257,gene:proph:176835,Serratia liquefaciens,Drugs,Elfamycins,EF-Tu_inhibition,TUFAB
ERR14783538,NODE_161_length_68791_cov_3.025967,gene:proph:184195;gene:proph:184194;gene:proph:184196;gene:proph:184202;gene:proph:184206,Serratia marcescens,Multi-compound,Drug_and_biocide_resistance,Drug_and_biocide_RND_efflux_pumps,MEXD1
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Copper_resistance,Copper_resistance_protein,PCOA
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Copper_resistance,Copper_resistance_protein,PCOB
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Copper_resistance,Copper_resistance_protein,PCOC
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Copper_resistance,Copper_resistance_protein,PCOD
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Copper_resistance,Copper_resistance_regulator,PCOR
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Copper_resistance,Copper_resistance_regulator,PCOS
ERR14783549,NODE_1475_length_12734_cov_1.776235,gene:plasmid:153906;gene:plasmid:135994;gene:plasmid:153907;gene:plasmid:136001,Serratia marcescens,Metals,Multi-metal_resistance,Multi-metal_resistance_regulator,PCOE
ERR14783541,NODE_171_length_5774_cov_6.303878,rep7b_3_SAP089A003(SAP089A)_GQ900440;gene:plasmid:97767;gene:plasmid:97768,Staphylococcus aureus,Drugs,Phenicol,Chloramphenicol_acetyltransferases,CATA
